PASS,http://www.whatclinic.com/beauty-clinics/india/scar-removal?adwords=true,
PASS,http://www.whatclinic.com/beauty-clinics/poland/dermal-fillers?adwords=true,
PASS,http://www.whatclinic.com/beauty-clinics/uk/county-antrim/belfast/dermal-fillers?adwords=true,
PASS,http://www.whatclinic.com/beauty-clinics/uk/glamorgan/cardiff/lip-augmentation?adwords=true,
PASS,http://www.whatclinic.com/beauty-clinics/uk/lanarkshire/glasgow/lip-augmentation?adwords=true,
PASS,http://www.whatclinic.com/beauty-salons/malaysia/non-surgical-facelift?adwords=true,
PASS,http://www.whatclinic.com/cosmetic-plastic-surgery/france?adwords=true,
PASS,http://www.whatclinic.com/cosmetic-plastic-surgery/india/ahmedabad?adwords=true,
PASS,http://www.whatclinic.com/cosmetic-plastic-surgery/poland/buttock-lift?adwords=true,
PASS,http://www.whatclinic.com/cosmetic-plastic-surgery/poland/facelift?adwords=true,
PASS,http://www.whatclinic.com/cosmetic-plastic-surgery/poland/katowice/breast-implants?adwords=true,
PASS,http://www.whatclinic.com/cosmetic-plastic-surgery/singapore/laser-vaginal-rejuvenation?adwords=true,
FAIL,http://www.whatclinic.com/cosmetic-plastic-surgery/south-korea/arm-lift?adwords=true,body shaping
FAIL,http://www.whatclinic.com/cosmetic-plastic-surgery/south-korea/breast-implants?adwords=true,body shaping
FAIL,http://www.whatclinic.com/cosmetic-plastic-surgery/south-korea/breast-lift?adwords=true,body shaping
FAIL,http://www.whatclinic.com/cosmetic-plastic-surgery/south-korea/breast-reduction?adwords=true,body shaping
FAIL,http://www.whatclinic.com/cosmetic-plastic-surgery/south-korea/buttock-implants?adwords=true,body shaping
FAIL,http://www.whatclinic.com/cosmetic-plastic-surgery/south-korea/chin-implant?adwords=true,body shaping
FAIL,http://www.whatclinic.com/cosmetic-plastic-surgery/south-korea/facelift?adwords=true,body shaping
FAIL,http://www.whatclinic.com/cosmetic-plastic-surgery/south-korea/fat-transfer?adwords=true,body shaping
FAIL,http://www.whatclinic.com/cosmetic-plastic-surgery/south-korea/lip-reduction?adwords=true,body shaping
FAIL,http://www.whatclinic.com/cosmetic-plastic-surgery/south-korea/neck-lift?adwords=true,body shaping
FAIL,http://www.whatclinic.com/cosmetic-plastic-surgery/south-korea/seoul/breast-implants?adwords=true,body shaping
FAIL,http://www.whatclinic.com/cosmetic-plastic-surgery/south-korea/seoul/buccal-fat-removal?adwords=true,body shaping
FAIL,http://www.whatclinic.com/cosmetic-plastic-surgery/south-korea/seoul/chin-implant?adwords=true,body shaping
FAIL,http://www.whatclinic.com/cosmetic-plastic-surgery/south-korea/seoul/facelift?adwords=true,body shaping
FAIL,http://www.whatclinic.com/cosmetic-plastic-surgery/south-korea/seoul/fat-transfer?adwords=true,body shaping
FAIL,http://www.whatclinic.com/cosmetic-plastic-surgery/south-korea/seoul/lip-reduction?adwords=true,body shaping
FAIL,http://www.whatclinic.com/cosmetic-plastic-surgery/south-korea/seoul/neck-lift?adwords=true,body shaping
PASS,http://www.whatclinic.com/cosmetic-plastic-surgery/uk/london/buttock-implants?adwords=true,
FAIL,http://www.whatclinic.com/dentists/uk/lancashire/manchester/manchester-city-center/laser-teeth-whitening?adwords=true,M1
PASS,http://www.whatclinic.com/dermatology/ireland/county-dublin/dublin?adwords=true,
PASS,http://www.whatclinic.com/dermatology/ireland/county-dublin/dublin/acne-treatment?adwords=true,
PASS,http://www.whatclinic.com/dermatology/malta?adwords=true,
PASS,http://www.whatclinic.com/facials-and-makeup/uk/london/chemical-peel?adwords=true,
PASS,http://www.whatclinic.com/fertility/ireland/egg-freezing?adwords=true,
PASS,http://www.whatclinic.com/hair-loss/philippines/hair-loss-treatment?adwords=true,
PASS,http://www.whatclinic.com/hair-loss/poland/wroclaw/hair-transplant?adwords=true,
PASS,http://www.whatclinic.com/hair-loss/united-arab-emirates/dubai/hair-transplant?adwords=true,
PASS,http://www.whatclinic.com/waxing-and-hair-removal/turkey/istanbul-province/istanbul/laser-hair-removal?adwords=true,
PASS,http://www.whatclinic.com/fertility/ireland?adwords=true,
PASS,http://www.whatclinic.com/fertility/poland/ivf-in-vitro-fertilisation?adwords=true,
PASS,http://www.whatclinic.com/fertility/south-africa/cape-town?adwords=true,
PASS,http://www.whatclinic.com/fertility/spain/ivf-in-vitro-fertilisation?adwords=true,
PASS,http://www.whatclinic.com/cosmetic-plastic-surgery/philippines/manila?adwords=true,
FAIL,http://www.whatclinic.com/cosmetic-plastic-surgery/south-korea/areola-reduction?adwords=true,body shaping
PASS,http://www.whatclinic.com/cosmetic-plastic-surgery/uk/circumcision?adwords=true,
PASS,http://www.whatclinic.com/beauty-clinics/malaysia/lip-augmentation?adwords=true,
PASS,http://www.whatclinic.com/beauty-clinics/malta/dermal-fillers?adwords=true,
PASS,http://www.whatclinic.com/beauty-clinics/spain/fuengirola/dermal-fillers?adwords=true,
PASS,http://www.whatclinic.com/cosmetic-plastic-surgery/czech-republic/facelift?adwords=true,
FAIL,http://www.whatclinic.com/cosmetic-plastic-surgery/spain/calf-implants?adwords=true,body shaping|MD6
FAIL,http://www.whatclinic.com/cosmetic-plastic-surgery/thailand/breast-implants?adwords=true,body slimming
FAIL,http://www.whatclinic.com/cosmetic-plastic-surgery/thailand/breast-reduction?adwords=true,body slimming
PASS,http://www.whatclinic.com/dermatology/singapore?adwords=true,
PASS,http://www.whatclinic.com/doctors/ireland/county-dublin/dublin/dublin-city-centre?adwords=true,
FAIL,http://www.whatclinic.com/doctors/uk/hormone-treatment?adwords=true,muscle mass
PASS,http://www.whatclinic.com/doctors/uk/london/allergy-testing?adwords=true,
FAIL,http://www.whatclinic.com/doctors/uk/london/bioidentical-hormone-therapy?adwords=true,muscle mass
PASS,http://www.whatclinic.com/doctors/uk/sexual-dysfunction-treatment?adwords=true,
PASS,http://www.whatclinic.com/doctors/united-arab-emirates/dubai/sexual-dysfunction-treatment?adwords=true,
PASS,http://www.whatclinic.com/hair-loss/saudi-arabia/hair-loss-treatment?adwords=true,
PASS,http://www.whatclinic.com/nail-salons/uk/london/toenail-fungus-treatment?adwords=true,
PASS,http://www.whatclinic.com/doctors/ireland/county-dublin/dublin?adwords=true,
PASS,http://www.whatclinic.com/doctors/malaysia/kuala-lumpur/sexual-dysfunction-treatment?adwords=true,
PASS,http://www.whatclinic.com/doctors/uk/london/london-w-district/sexual-dysfunction-treatment?adwords=true,
PASS,http://www.whatclinic.com/fertility/uk/icsi-intracytoplasmic-sperm-injection?adwords=true,
FAIL,http://www.whatclinic.com/doctors/uk/bioidentical-hormone-therapy?adwords=true,muscle mass
PASS,http://www.whatclinic.com/doctors/uk/vaccine?adwords=true,
PASS,http://www.whatclinic.com/hair-loss/uk/london?adwords=true,
PASS,http://www.whatclinic.com/doctors/uk/london/hpv-vaccine?adwords=true,
PASS,http://www.whatclinic.com/chiropractic/south-korea/seoul/back-pain-treatment?adwords=true,
FAIL,http://www.whatclinic.com/dermatology/thailand/bangkok?adwords=true,body slimming|electricity
PASS,http://www.whatclinic.com/doctors/united-arab-emirates/dubai/sexually-transmitted-diseases-testing?adwords=true,
PASS,http://www.whatclinic.com/hair-loss/philippines/manila/hair-transplant?adwords=true,
PASS,http://www.whatclinic.com/hair-loss/united-arab-emirates/sharjah/hair-loss-treatment?adwords=true,
PASS,http://www.whatclinic.com/urology/united-arab-emirates/dubai?adwords=true,
